p5.js:59193 p5 had problems creating the global function "shuffle", possibly because your code is already using that name as a variable. You may want to rename your variable to something else.
build.js:55 OMNI 0.15 550 0.35 0.95 250
insert-link-icons.js:181 [Violation] Added synchronous DOM mutation listener to a 'DOMNodeInserted' event. Consider using MutationObserver to make the page more responsive.
setupListener @ insert-link-icons.js:181
main_content_script @ insert-link-icons.js:195
(anonymous) @ insert-link-icons.js:27
build.js:110 1 0 0
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
​ 455 58 216
​ 456 58 216
​ 457 57 216
​ 458 57 218
​ 459 57 219
​ 460 57 219
​ 461 57 219
​ 462 57 219
​ 463 57 219
​ 464 57 219
​ 465 56 220
​ 466 56 221
​ 467 56 221
​ 468 56 221
​ 469 57 218
​ 470 57 219
​ 471 56 220
​ 472 56 219
​ 473 57 219
​ 474 56 219
​ 475 57 218
​ 476 57 220
​ 477 57 221
​ 478 57 221
​ 479 57 222
​ 480 57 224
​ 481 57 224
​ 482 57 224
​ 483 57 223
​ 484 57 224
​ 485 57 225
​ 486 57 225
​ 487 57 226
​ 488 57 227
​ 489 57 227
​ 490 57 227
​ 491 56 227
​ 492 55 227
​ 493 55 227
​ 494 55 228
​ 495 54 228
​ 496 54 228
​ 497 54 228
​ 498 54 229
​ 499 54 229
​ 500 54 229
​ 501 54 229
​ 502 53 229
​ 503 52 230
​ 504 51 230
​ 505 51 230
​ 506 51 231
​ 507 51 231
​ 508 51 231
​ 509 51 231
​ 510 51 231
​ 511 51 231
​ 512 52 230
​ 513 52 230
​ 514 53 230
​ 515 54 229
​ 516 54 229
​ 517 54 230
​ 518 54 230
​ 519 54 231
​ 520 54 231
​ 521 52 231
​ 522 52 231
​ 523 53 230
​ 524 53 229
​ 525 53 230
​ 526 54 228
​ 527 56 226
​ 528 56 229
​ 529 56 230
​ 530 55 230
​ 531 54 230
​ 532 54 230
​ 533 54 231
​ 534 54 231
​ 535 55 229
​ 536 55 229
​ 537 55 228
​ 538 56 227
​ 539 56 227
​ 540 56 227
​ 541 55 227
​ 542 56 225
​ 543 56 225
​ 544 56 226
​ 545 56 227
​ 546 56 227
​ 547 56 227
​ 548 56 227
​ 549 56 226
​ 550 55 227
​ 551 55 226
​ 552 55 225
​ 553 54 226
​ 554 53 226
​ 555 52 224
​ 556 50 224
​ 557 50 225
​ 558 51 225
​ 559 51 229
​ 560 51 232
​ 561 51 232
​ 562 51 234
​ 563 50 234
​ 564 50 235
​ 565 50 235
​ 566 51 234
​ 567 52 234
​ 568 52 235
​ 569 52 235
​ 570 52 236
​ 571 52 236
​ 572 52 235
​ 573 52 235
​ 574 52 236
​ 575 52 237
​ 576 52 237
​ 577 51 241
​ 578 52 241
​ 579 52 239
​ 580 52 241
​ 581 52 241
​ 582 52 242
​ 583 52 243
​ 584 51 244
​ 585 51 244
​ 586 51 244
​ 587 51 244
​ 588 51 245
​ 589 50 246
​ 590 50 247
​ 591 50 249
​ 592 49 248
​ 593 49 248
​ 594 49 251
​ 595 49 251
​ 596 49 251
​ 597 49 251
​ 598 49 252
​ 599 49 252
​ 600 49 255
​ 601 49 254
​ 602 49 253
​ 603 49 254
​ 604 49 254
​ 605 49 254
​ 606 49 256
​ 607 49 257
​ 608 49 257
​ 609 49 258
​ 610 49 258
​ 611 50 259
​ 612 50 258
​ 613 50 259
​ 614 50 260
​ 615 51 261
​ 616 52 260
​ 617 52 260
​ 618 53 259
​ 619 53 260
​ 620 53 260
​ 621 52 260
​ 622 52 259
​ 623 52 258
​ 624 52 257
​ 625 52 257
​ 626 52 258
​ 627 53 258
​ 628 53 258
​ 629 52 259
​ 630 53 257
