​ p5 had problems creating the global function "shuffle", possibly because your code is already using that name as a variable. You may want to rename your variable to something else.
​ HGRY 0.15 550 0.35 0.95 250
​ [Violation] Added synchronous DOM mutation listener to a 'DOMNodeInserted' event. Consider using MutationObserver to make the page more responsive.
setupListener @ ​
main_content_script @ ​
(anonymous) @ ​
​ 173 52 237
​ 174 52 237
​ 175 52 237
​ 176 51 238
​ 177 52 238
​ 178 52 238
​ 179 52 237
​ 180 52 237
​ 181 52 237
​ 182 52 237
​ 183 54 235
​ 184 54 235
​ 185 54 235
​ 186 54 235
​ 187 54 235
​ 188 54 237
​ 189 54 238
​ 190 56 237
​ 191 56 235
​ 192 55 235
​ 193 54 236
​ 194 54 235
​ 195 54 236
​ 196 54 236
​ 197 55 235
​ 198 55 236
​ 199 55 235
​ 200 55 236
​ 201 55 236
​ 202 53 236
​ 203 54 235
​ 204 54 235
​ 205 54 235
​ 206 54 235
​ 207 55 233
​ 208 54 235
​ 209 54 235
​ 210 53 236
​ 211 54 234
​ 212 54 233
​ 213 54 233
​ 214 55 231
​ 215 55 231
​ 216 56 231
​ 217 56 231
​ 218 56 231
​ 219 56 230
​ 220 56 230
​ 221 56 230
​ 222 56 230
​ 223 56 231
​ 224 56 231
​ 225 56 231
​ 226 56 230
​ 227 57 229
​ 228 57 229
​ 229 57 230
​ 230 57 229
​ 231 56 231
​ 232 56 230
​ 233 55 231
​ 234 54 231
​ 235 53 233
​ 236 53 233
​ 237 55 232
​ 238 56 230
​ 239 56 229
​ 240 55 230
​ 241 56 229
​ 242 57 226
​ 243 57 227
​ 244 57 227
​ 245 57 227
​ 246 56 229
​ 247 57 228
​ 248 57 230
​ 249 56 230
​ 250 56 230
​ 251 56 229
​ 252 57 230
​ 253 57 229
​ 254 57 229
​ 255 58 229
​ 256 57 229
​ 257 57 229
​ 258 57 230
​ 259 57 230
​ 260 57 232
​ 261 57 232
​ 262 56 231
​ 263 55 231
​ 264 55 231
​ 265 57 230
​ 266 57 230
​ 267 57 228
​ 268 57 228
​ 269 57 227
​ 270 57 227
​ 271 57 227
​ 272 58 227
​ 273 58 227
​ 274 58 228
​ 275 58 227
​ 276 58 228
​ 277 58 229
​ 278 57 230
​ 279 57 230
​ 280 56 234
​ 281 57 232
​ 282 56 231
​ 283 55 232
​ 284 55 232
​ 285 55 233
​ 286 56 232
​ 287 56 231
​ 288 56 231
​ 289 56 230
​ 290 56 230
​ 291 56 231
​ 292 56 232
​ 293 56 230
​ 294 56 231
​ 295 56 232
​ 296 56 231
​ 297 56 231
​ 298 56 231
​ 299 56 230
​ 300 55 231
​ 301 55 230
​ 302 55 230
​ 303 56 229
​ 304 55 229
​ 305 55 229
​ 306 55 229
​ 307 55 229
​ 308 54 231
​ 309 54 231
​ 310 54 232
​ 311 54 231
​ 312 54 230
​ 313 56 229
​ 314 57 227
​ 315 57 227
​ 316 57 228
​ 317 57 228
​ 318 58 227
​ 319 58 226
​ 320 58 227
​ 321 58 225
​ 322 58 226
​ 323 58 225
​ 324 58 225
​ 325 57 226
​ 326 57 225
​ 327 57 225
​ 328 58 226
​ 329 58 229
​ 330 58 229
​ 331 57 230
​ 332 57 230
​ 333 57 229
​ 334 57 230
​ 335 57 231
​ 336 57 229
​ 337 57 230
​ 338 57 230
​ 339 57 229
​ 340 58 227
​ 341 58 227
​ 342 59 227
​ 343 59 226
​ 344 59 228
​ 345 59 228
​ 346 59 229
​ 347 59 229
​ 348 59 229
​ 349 59 229
​ 350 59 229
​ 351 59 230
​ 352 60 227
​ 353 59 227
​ 354 59 227
​ 355 61 226
​ 356 60 225
​ 357 60 227
​ 358 60 226
​ 359 60 227
​ 360 60 228
​ 361 60 227
​ 362 60 227
​ 363 61 225
​ 364 61 225
​ 365 62 226
​ 366 62 225
​ 367 62 225
​ 368 61 225
​ 369 62 225
​ 370 63 224
​ 371 62 224
​ 372 62 226
​ 373 62 228
​ 374 61 228
​ 375 62 228
​ 376 63 227
​ 377 63 226
​ 378 63 225
​ 379 64 223
​ 380 64 224
​ 381 64 223
​ 382 64 222
​ 383 64 222
​ 384 66 221
​ 385 67 218
​ 386 68 217
​ 387 68 215
​ 388 68 216
​ 389 67 218
​ 390 69 217
​ 391 69 218
​ 392 69 217
​ 393 70 218
​ 394 71 216
​ 395 72 214
​ 396 72 213
​ 397 72 214
​ 398 73 213
​ 399 74 213
​ 400 74 214
​ 401 73 214
​ 402 73 214
​ 403 74 212
​ 404 73 214
​ 405 73 213
​ 406 74 215
​ 407 74 215
​ 408 74 216
​ 409 74 216
​ 410 75 213
​ 411 75 213
​ 412 75 212
​ 413 72 215
​ 414 71 216
​ 415 69 216
​ 416 69 215
​ 417 68 215
​ 418 68 216
​ 419 67 218
​ 420 67 220
​ 421 67 220
​ 422 67 221
​ 423 67 221
​ 424 67 222
​ 425 66 222
​ 426 67 223
​ 427 67 223
​ 428 67 223
​ 429 67 223
​ 430 66 226
​ 431 66 226
​ 432 67 227
​ 433 68 226
​ 434 69 225
​ 435 70 223
​ 436 70 223
​ 437 69 223
​ 438 70 222
​ 439 71 221
​ 440 73 217
​ 441 73 219
​ 442 72 219
​ 443 73 217
​ 444 74 216
​ 445 74 216
​ 446 75 214
​ 447 75 214
​ 448 75 218
​ 449 76 219
​ 450 76 218
​ 451 76 217
​ 452 76 220
​ 453 76 220
​ 454 76 220
​ 455 76 221
​ 456 76 221
​ 457 75 225
​ 458 74 226
​ 459 74 228
​ 460 75 229
​ 461 76 229
​ 462 75 228
​ 463 75 230
​ 464 75 231
​ 465 76 229
​ 466 76 229
​ 467 77 228
​ 468 77 228
​ 469 77 228
​ 470 78 227
​ 471 78 225
​ 472 77 226
​ 473 76 225
​ 474 77 224
​ 475 78 224
​ 476 78 222
​ 477 77 221
​ 478 77 221
​ 479 77 222
​ 480 77 223
​ 481 77 223
​ 482 76 225
​ 483 76 226
​ 484 76 227
​ 485 75 228
​ 486 74 228
​ 487 73 226
​ 488 74 225
​ 489 75 224
​ 490 75 225
​ 491 75 226
​ 492 75 226
​ 493 74 227
​ 494 74 228
​ 495 74 228
​ 496 75 226
​ 497 76 225
​ 498 74 226
​ 499 75 226
​ 500 75 226
​ 501 73 226
​ 502 73 227
​ 503 72 226
​ 504 71 225
​ 505 71 226
​ 506 71 227
​ 507 71 227
​ 508 71 228
​ 509 72 227
​ 510 73 228
​ 511 73 228
​ 512 73 231
​ 513 74 229
​ 514 75 228
​ 515 75 229
​ 516 75 229
​ 517 75 229
​ 518 75 228
​ 519 75 230
​ 520 75 232
​ 521 77 230
​ 522 77 230
​ 523 76 231
​ 524 76 231
​ 525 75 232
​ 526 74 234
​ 527 73 233
​ 528 74 234
​ 529 74 232
​ 530 75 230
​ 531 75 231
​ 532 76 231
​ 533 77 230
​ 534 77 230
​ 535 77 230
​ 536 77 230
​ 537 77 229
​ 538 77 230
​ 539 77 229
​ 540 80 225
​ 541 80 224
​ 542 80 224
​ 543 80 222
​ 544 81 221
​ 545 80 220
​ 546 80 218
​ 547 81 216
​ 548 80 216
​ 549 81 215
​ 550 81 215
​ 551 81 216
​ 552 81 215
​ 553 80 216
​ 554 80 217
​ 555 80 218
​ 556 80 218
​ 557 81 216
​ 558 81 215
​ 559 81 213
​ 560 81 213
​ 561 81 213
​ 562 82 213
​ 563 83 212
​ 564 83 212
​ 565 82 211
​ 566 82 209
​ 567 82 211
​ 568 82 212
​ 569 82 214
​ 570 83 213
​ 571 83 213
​ 572 83 213
​ 573 83 213
​ 574 83 213
​ 575 83 214
​ 576 83 214
​ 577 83 216
​ 578 84 214
​ 579 86 212
​ 580 86 211
​ 581 86 211
​ 582 85 211
​ 583 86 210
​ 584 86 210
​ 585 86 209
​ 586 86 209
​ 587 84 208
​ 588 84 211
​ 589 83 211
​ 590 84 210
​ 591 84 210
​ 592 86 208
​ 593 85 206
​ 594 83 206
​ 595 80 203
​ 596 80 206
​ 597 79 207
​ 598 79 206
​ 599 79 208
​ 600 78 207
​ 601 79 207
​ 602 79 208
​ 603 79 208
​ 604 79 209
​ 605 79 208
​ 606 79 207
​ 607 80 207
​ 608 80 207
​ 609 79 207
​ 610 79 207
​ 611 80 208
​ 612 80 208
​ 613 78 208
​ 614 77 208
​ 615 77 208
​ 616 77 207
​ 617 77 208
​ 618 77 206
​ 619 77 208
​ 620 76 208
​ 621 75 208
​ 622 75 208
​ 623 75 208
​ 624 75 208
​ 625 75 209
​ 626 75 211
​ 627 75 212
​ 628 75 213
​ 629 74 213
​ 630 74 213
​ 631 74 213
​ 632 73 213
​ 633 74 212
​ 634 74 213
​ 635 74 213
​ 636 74 213
​ 637 74 214
​ 638 74 213
​ 639 75 214
​ 640 75 214
​ 641 76 214
​ 642 76 215
​ 643 76 215
​ 644 76 212
​ 645 76 213
​ 646 76 214
​ 647 75 215
​ 648 75 215
​ 649 75 214
​ 650 76 212
​ 651 76 209
​ 652 76 212
​ 653 76 214
​ 654 75 215
​ 655 75 214
​ 656 75 214
​ 657 75 214
​ 658 76 216
​ 659 76 216
​ 660 76 215
​ 661 76 216
​ 662 76 214
​ 663 77 214
​ 664 76 215
​ 665 76 215
​ 666 76 216
​ 667 76 217
​ 668 76 217
​ 669 77 216
​ 670 77 215
​ 671 77 215
​ 672 77 214
​ 673 78 214
​ 674 77 215
​ 675 77 216
​ 676 78 215
​ 677 78 216
​ 678 78 214
​ 679 77 211
​ 680 77 212
​ 681 77 213
​ 682 77 213
​ 683 77 214
​ 684 77 214
​ 685 77 214
​ 686 77 213
​ 687 77 212
​ 688 77 212
​ 689 77 212
​ 690 76 211
​ 691 76 211
​ 692 75 210
​ 693 76 209
​ 694 77 210
​ 695 77 209
​ 696 77 209
​ 697 76 208
​ 698 78 207
​ 699 76 208
​ 700 76 206
​ 701 76 206
​ 702 76 205
​ 703 76 206
​ 704 75 207
​ 705 75 207
​ 706 75 207
​ 707 74 209
​ 708 74 212
​ 709 74 213
​ 710 73 219
​ 711 74 219
​ 712 75 218
​ 713 75 220
​ 714 76 218
​ 715 76 218
​ 716 76 218
​ 717 75 220
​ 718 75 220
​ 719 75 221
​ 720 75 219
​ 721 75 219
​ 722 75 221
​ 723 75 220
​ 724 75 220
​ 725 76 221
​ 726 77 221
​ 727 77 219
​ 728 78 218
​ 729 78 220
​ 730 77 221
​ 731 80 216
​ 732 78 217
​ 733 78 219
​ 734 78 219
​ 735 78 219
​ 736 78 219
​ 737 78 220
​ 738 78 219
​ 739 78 216
​ 740 78 215
​ 741 78 214
​ 742 78 219
​ 743 78 221
​ 744 78 220
​ 745 78 221
​ 746 79 221
​ 747 79 222
​ 748 79 220
​ 749 78 220
​ 750 80 216
​ 751 81 218
​ 752 82 218
​ 753 84 217
​ 754 82 220
​ 755 83 218
​ 756 84 217
​ 757 84 216
​ 758 84 217
​ 759 83 218
​ 760 83 217
​ 761 83 217
​ 762 82 216
​ 763 82 215
​ 764 81 217
​ 765 81 217
​ 766 80 219
​ 767 79 220
​ 768 79 221
​ 769 79 221
​ 770 79 221
​ 771 80 221
​ 772 80 220
​ 773 80 220
​ 774 81 222
​ 775 82 222
​ 776 82 222
​ 777 83 220
​ 778 84 219
​ 779 84 220
​ 780 84 223
​ 781 84 226
​ 782 83 225
​ 783 83 225
​ 784 82 224
​ 785 81 223
​ 786 83 221
​ 787 82 221
​ 788 82 222
​ 789 82 221
​ 790 82 223
​ 791 81 224
​ 792 82 223
​ 793 82 223
​ 794 83 222
​ 795 83 222
​ 796 83 222
​ 797 83 224
​ 798 83 225
​ 799 83 227
​ 800 82 227
​ 801 83 227
​ 802 83 227
​ 803 82 228
​ 804 81 230
​ 805 81 230
​ 806 80 229
​ 807 80 229
​ 808 80 226
​ 809 80 227
​ 810 81 224
​ 811 80 225
​ 812 80 223
​ 813 80 222
​ 814 79 225
​ 815 79 227
​ 816 79 227
​ 817 78 228
​ 818 78 229
​ 819 79 228
​ 820 81 225
​ 821 81 225
​ 822 81 226
​ 823 80 226
​ 824 81 224
​ 825 81 224
​ 826 81 226
​ 827 80 229
​ 828 81 228
​ 829 81 230
​ 830 81 229
​ 831 81 229
​ 832 80 228
​ 833 80 228
​ 834 80 227
​ 835 80 227
​ 836 81 226
​ 837 83 223
​ 838 81 226
​ 839 80 226
​ 840 80 226
​ 841 79 227
​ 842 79 228
​ 843 79 228
​ 844 80 227
​ 845 80 227
​ 846 80 227
​ 847 80 226
​ 848 80 225
​ 849 80 227
​ 850 80 227
​ 851 79 229
​ 852 79 230
​ 853 79 231
​ 854 78 230
​ 855 79 232
​ 856 78 229
​ 857 76 231
​ 858 76 231
​ 859 76 231
​ 860 76 233
​ 861 76 234
​ 862 76 234
​ 863 76 234
​ 864 76 235
​ 865 76 235
​ 866 77 232
​ 867 76 232
​ 868 76 233
​ 869 76 233
​ 870 75 234
​ 871 73 234
​ 872 73 236
​ 873 73 234
​ 874 73 234
​ 875 74 233
​ 876 74 233
​ 877 74 233
​ 878 75 232
​ 879 75 231
​ 880 74 231
​ 881 74 232
​ 882 74 233
​ 883 74 229
​ 884 73 230
​ 885 73 230
​ 886 73 235
​ 887 73 235
​ 888 73 234
​ 889 72 234
​ 890 71 234
​ 891 70 236
​ 892 70 236
​ 893 70 236
​ 894 70 236
​ 895 71 235
​ 896 72 234
​ 897 72 235
​ 898 72 237
​ 899 73 236
​ 900 73 235
​ 901 74 236
​ 902 73 234
​ 903 75 232
​ 904 74 234
​ 905 74 234
​ 906 73 234
​ 907 74 234
​ 908 73 236
​ 909 72 236
​ 910 72 239
​ 911 72 243
​ 912 72 242
​ 913 73 241
​ 914 73 240
​ 915 73 240
​ 916 73 240
​ 917 72 238
​ 918 72 239
​ 919 73 237
​ 920 74 236
​ 921 74 236
​ 922 73 234
​ 923 72 235
​ 924 72 233
​ 925 70 235
​ 926 70 236
​ 927 73 233
​ 928 73 233
​ 929 74 234
​ 930 75 235
​ 931 74 236
​ 932 75 235
​ 933 76 236
​ 934 76 236
​ 935 76 236
​ 936 76 236
​ 937 75 238
​ 938 76 237
​ 939 76 237
​ 940 76 237
​ 941 77 236
​ 942 77 236
​ 943 78 234
​ 944 78 234
​ 945 79 232
​ 946 79 234
​ 947 79 234
​ 948 79 234
​ 949 79 236
​ 950 79 235
​ 951 78 235
​ 952 78 235
​ 953 78 237
​ 954 79 236
​ 955 79 235
​ 956 79 233
​ 957 77 235
​ 958 77 234
​ 959 76 235
​ 960 76 235
​ 961 76 233
​ 962 78 231
​ 963 79 231
​ 964 80 227
​ 965 81 225
​ 966 78 225
​ 967 78 226
​ 968 80 225
​ 969 81 223
​ 970 82 222
​ 971 82 221
​ 972 81 223
​ 973 81 225
​ 974 82 227
​ 975 82 226
​ 976 83 226
​ 977 81 228
​ 978 81 231
​ 979 82 231
​ 980 83 230
​ 981 83 232
​ 982 83 233
​ 983 82 234
​ 984 82 234
​ 985 82 232
​ 986 81 234
​ 987 80 235
​ 988 80 235
​ 989 80 236
​ 990 81 235
​ 991 82 234
​ 992 82 234
​ 993 82 236
​ 994 82 235
​ 995 82 234
​ 996 82 234
​ 997 83 232
​ 998 83 234
​ 999 82 234
​ 1000 82 238
​ 1001 82 238
​ 1002 82 239
​ 1003 83 238
​ 1004 83 239
​ 1005 84 238
​ 1006 84 238
​ 1007 83 237
​ 1008 83 238
​ 1009 83 241
​ 1010 83 241
​ 1011 83 242
​ 1012 84 242
​ 1013 84 241
​ 1014 84 243
​ 1015 85 241
​ 1016 85 241
​ 1017 87 238
​ 1018 88 238
​ 1019 88 240
​ 1020 88 239
​ 1021 88 238
​ 1022 87 238
​ 1023 87 239
​ 1024 87 239
​ 1025 87 239
​ 1026 87 239
​ 1027 86 239
​ 1028 86 239
​ 1029 87 239
​ 1030 88 238
​ 1031 88 237
​ 1032 88 241
​ 1033 89 241
​ 1034 89 239
​ 1035 88 239
​ 1036 88 244
​ 1037 89 244
​ 1038 89 246
​ 1039 90 245
​ 1040 91 244
​ 1041 91 248
​ 1042 91 247
​ 1043 91 248
​ 1044 91 247
​ 1045 92 245
​ 1046 92 246
​ 1047 91 247
​ 1048 91 247
​ 1049 90 249
​ 1050 89 250
​ 1051 89 252
​ 1052 90 249
​ 1053 90 250
​ 1054 90 251
​ 1055 90 252
​ 1056 89 252
​ 1057 88 252
​ 1058 87 252
​ 1059 87 252
​ 1060 87 252
​ 1061 87 250
​ 1062 87 250
​ 1063 87 251
​ 1064 87 251
​ 1065 88 252
​ 1066 88 252
​ 1067 88 251
​ 1068 89 249
​ 1069 89 253
​ 1070 90 251
​ 1071 91 249
​ 1072 94 246
​ 1073 93 248
​ 1074 93 248
​ 1075 92 248
​ 1076 94 246
​ 1077 94 248
​ 1078 95 247
​ 1079 95 247
​ 1080 95 247
​ 1081 98 244
​ 1082 99 243
​ 1083 99 243
​ 1084 98 244
​ 1085 100 243
​ 1086 100 243
​ 1087 99 242
​ 1088 99 242
​ 1089 100 241
​ 1090 100 240
​ 1091 101 237
​ 1092 101 237
​ 1093 101 235
​ 1094 103 234
​ 1095 103 234
​ 1096 102 234
​ 1097 102 236
​ 1098 102 235
​ 1099 103 236
​ 1100 105 236
​ 1101 105 235
​ 1102 105 233
​ 1103 106 233
​ 1104 106 233
​ 1105 105 235
​ 1106 106 232
​ 1107 106 230
​ 1108 109 226
​ 1109 109 228
​ 1110 110 230
​ 1111 111 229
​ 1112 110 229
​ 1113 111 231
​ 1114 111 232
​ 1115 111 233
​ 1116 110 230
​ 1117 111 231
​ 1118 112 230
​ 1119 113 228
​ 1120 114 227
​ 1121 116 225
​ 1122 116 226
​ 1123 115 225
​ 1124 116 227
​ 1125 117 226
​ 1126 117 228
​ 1127 116 232
​ 1128 116 232
​ 1129 116 235
​ 1130 116 235
​ 1131 117 236
​ 1132 118 237
​ 1133 118 236
​ 1134 118 236
​ 1135 119 235
​ 1136 119 235
​ 1137 120 231
​ 1138 117 232
​ 1139 117 234
​ 1140 119 235
​ 1141 119 232
​ 1142 118 238
​ 1143 119 238
​ 1144 118 234
​ 1145 118 234
​ 1146 119 234
​ 1147 119 234
​ 1148 119 237
​ 1149 120 239
​ 1150 119 238
​ 1151 121 237
​ 1152 120 238
​ 1153 121 239
​ 1154 122 237
​ 1155 122 239
​ 1156 122 239
​ 1157 122 239
​ 1158 122 241
​ 1159 121 244
​ 1160 122 245
​ 1161 122 241
​ 1162 120 244
​ 1163 119 244
​ 1164 119 244
​ 1165 119 245
​ 1166 120 246
​ 1167 120 245
​ 1168 122 242
​ 1169 122 241
​ 1170 121 241
​ 1171 121 242
​ 1172 121 242
​ 1173 121 241
​ 1174 121 240
​ 1175 120 238
​ 1176 120 238
​ 1177 120 237
​ 1178 122 235
​ 1179 121 232
​ 1180 121 233
​ 1181 121 236
​ 1182 121 236
​ 1183 121 236
​ 1184 121 237
​ 1185 121 237
​ 1186 121 235
​ 1187 121 237
​ 1188 119 238
​ 1189 120 237
​ 1190 120 238
​ 1191 120 239
​ 1192 120 241
​ 1193 120 242
​ 1194 120 241
​ 1195 120 241
​ 1196 120 242
​ 1197 121 242
​ 1198 123 239
​ 1199 123 239
​ 1200 125 237
​ 1201 125 237
​ 1202 125 237
​ 1203 124 237
​ 1204 124 235
​ 1205 124 235
​ 1206 123 234
​ 1207 123 233
​ 1208 123 232
​ 1209 124 229
​ 1210 125 229
​ 1211 125 228
​ 1212 123 229
​ 1213 124 229
​ 1214 124 232
​ 1215 124 232
​ 1216 123 234
​ 1217 123 233
​ 1218 122 233
​ 1219 122 232
​ 1220 121 231
​ 1221 121 229
​ 1222 120 227
​ 1223 120 227
​ 1224 120 227
​ 1225 119 227
​ 1226 119 229
​ 1227 121 229
​ 1228 121 232
​ 1229 121 230
​ 1230 120 230
​ 1231 122 230
​ 1232 122 228
​ 1233 123 227
​ 1234 122 229
​ 1235 123 228
​ 1236 122 229
​ 1237 122 226
​ 1238 122 225
​ 1239 122 224
​ 1240 122 223
​ 1241 123 223
​ 1242 124 222
​ 1243 123 226
​ 1244 122 229
​ 1245 124 231
​ 1246 122 233
​ 1247 122 234
​ 1248 121 235
​ 1249 122 232
​ 1250 121 233
​ 1251 121 234
​ 1252 121 234
​ 1253 119 234
​ 1254 120 234
​ 1255 120 234
​ 1256 119 235
​ 1257 118 235
​ 1258 119 234
​ 1259 119 233
​ 1260 121 232
​ 1261 123 231
​ 1262 123 231
​ 1263 123 232
​ 1264 124 231
​ 1265 124 233
​ 1266 124 233
​ 1267 124 232
​ 1268 124 234
​ 1269 124 236
​ 1270 125 234
​ 1271 125 233
​ 1272 125 233
​ 1273 126 233
​ 1274 126 232
​ 1275 126 232
​ 1276 127 229
​ 1277 127 228
​ 1278 126 229
​ 1279 125 231
​ 1280 125 232
​ 1281 124 231
​ 1282 124 231
​ 1283 125 233
​ 1284 125 234
​ 1285 123 234
​ 1286 126 231
​ 1287 127 230
​ 1288 126 231
​ 1289 126 230
​ 1290 126 230
​ 1291 126 229
​ 1292 127 227
​ 1293 127 228
​ 1294 127 226
​ 1295 128 224
​ 1296 127 226
​ 1297 127 228
​ 1298 126 232
​ 1299 125 232
​ 1300 125 234
​ 1301 125 233
​ 1302 125 232
​ 1303 125 232
​ 1304 125 232
​ 1305 125 231
​ 1306 123 231
​ 1307 121 231
​ 1308 123 228
​ 1309 123 228
​ 1310 123 227
​ 1311 122 227
​ 1312 123 229
​ 1313 123 230
​ 1314 123 234
​ 1315 122 233
​ 1316 121 234
​ 1317 122 231
​ 1318 121 230
​ 1319 120 231
​ 1320 120 231
​ 1321 119 233
​ 1322 118 231
​ 1323 118 230
​ 1324 118 231
​ 1325 117 231
​ 1326 117 231
​ 1327 114 230
​ 1328 113 230
​ 1329 113 229
​ 1330 112 233
​ 1331 113 232
​ 1332 113 232
​ 1333 114 232
​ 1334 114 232
​ 1335 112 232
​ 1336 114 229
​ 1337 114 232
​ 1338 115 230
​ 1339 115 229
​ 1340 115 230
​ 1341 115 234
​ 1342 114 233
​ 1343 113 234
​ 1344 113 234
​ 1345 113 240
​ 1346 114 241
​ 1347 114 242
​ 1348 114 244
​ 1349 116 243
​ 1350 118 243
​ 1351 120 241
​ 1352 120 242
​ 1353 121 241
​ 1354 118 241
​ 1355 119 240
​ 1356 121 238
​ 1357 120 239
​ 1358 119 241
​ 1359 119 240
​ 1360 119 241
​ 1361 121 238
​ 1362 120 238
​ 1363 120 238
​ 1364 120 238
​ 1365 120 240
​ 1366 120 240
​ 1367 120 238
​ 1368 119 239
​ 1369 118 237
​ 1370 119 237
​ 1371 120 238
​ 1372 120 238
​ 1373 122 237
​ 1374 125 233
​ 1375 124 232
​ 1376 124 230
​ 1377 123 231
​ 1378 124 231
​ 1379 124 228
​ 1380 125 226
​ 1381 125 228
​ 1382 125 230
​ 1383 124 233
​ 1384 124 231
​ 1385 124 230
​ 1386 126 232
​ 1387 125 233
​ 1388 125 232
​ 1389 125 234
​ 1390 125 235
​ 1391 125 236
​ 1392 124 237
​ 1393 126 234
​ 1394 125 237
​ 1395 124 240
​ 1396 124 243
​ 1397 125 242
​ 1398 125 242
​ 1399 127 241
​ 1400 127 242
​ 1401 127 243
​ 1402 132 236
​ 1403 134 234
​ 1404 135 234
​ 1405 136 233
​ 1406 136 231
​ 1407 136 231
​ 1408 135 234
​ 1409 134 233
​ 1410 133 235
​ 1411 134 237
​ 1412 133 233
​ 1413 133 233
​ 1414 132 237
​ 1415 131 236
​ 1416 131 239
​ 1417 133 240
​ 1418 133 244
​ 1419 133 244
​ 1420 134 243
​ 1421 134 244
​ 1422 133 245
​ 1423 136 243
​ 1424 136 242
​ 1425 137 241
​ 1426 137 241
​ 1427 137 245
​ 1428 135 246
​ 1429 136 246
​ 1430 136 248
​ 1431 138 247
​ 1432 137 245
​ 1433 136 245
​ 1434 136 247
​ 1435 136 249
​ 1436 138 248
​ 1437 137 247
​ 1438 136 248
​ 1439 137 246
​ 1440 140 246
​ 1441 142 246
​ 1442 142 249
​ 1443 142 247
​ 1444 144 247
​ 1445 147 243
​ 1446 148 241
​ 1447 150 237
​ 1448 149 240
​ 1449 148 239
​ 1450 149 241
​ 1451 150 241
​ 1452 150 242
​ 1453 149 244
​ 1454 149 242
​ 1455 149 240
​ 1456 149 246
​ 1457 150 247
​ 1458 151 248
​ 1459 152 249
​ 1460 153 249
​ 1461 154 247
​ 1462 157 248
​ 1463 157 257
​ 1464 157 259
​ 1465 157 259
